date,new_cases,new_cases_smoothed,total_cases,new_tests,new_deaths,new_deaths_smoothed,total_deaths,new_tests_smoothed,total_tests,positive_rate,death_rate_t,year,month,day,weekday
2019-12-31,0.0,,0.0,,0.0,,0.0,,,,,2019,12,31,1
2020-01-01,0.0,,0.0,,0.0,,0.0,,,,,2020,1,1,2
2020-01-02,0.0,,0.0,,0.0,,0.0,,,,,2020,1,2,3
2020-01-03,0.0,,0.0,,0.0,,0.0,,,,,2020,1,3,4
2020-01-04,0.0,,0.0,,0.0,,0.0,,,,,2020,1,4,5
2020-01-05,0.0,,0.0,,0.0,,0.0,,,,,2020,1,5,6
2020-01-06,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,6,0
2020-01-07,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,7,1
2020-01-08,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,8,2
2020-01-09,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,9,3
2020-01-10,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,10,4
2020-01-11,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,11,5
2020-01-12,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,12,6
2020-01-13,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,13,0
2020-01-14,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,14,1
2020-01-15,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,15,2
2020-01-16,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,16,3
2020-01-17,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,17,4
2020-01-18,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,18,5
2020-01-19,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,19,6
2020-01-20,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,20,0
2020-01-21,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,21,1
2020-01-22,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,22,2
2020-01-23,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,23,3
2020-01-24,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,24,4
2020-01-25,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,25,5
2020-01-26,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,26,6
2020-01-27,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,27,0
2020-01-28,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,28,1
2020-01-29,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,29,2
2020-01-30,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,30,3
2020-01-31,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,2020,1,31,4
2020-02-01,2.0,0.28600000000000003,2.0,,0.0,0.0,0.0,,,,0.0,2020,2,1,5
2020-02-02,0.0,0.28600000000000003,2.0,,0.0,0.0,0.0,,,,0.0,2020,2,2,6
